checkout_id,member_id,book_id,checkout_date,return_date,source,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,genre,pages,publication_year,publisher
9095,1002,507,2024-06-25,2024-07-07,Database,Fares,Saleh,9.0,Maadi,Active,,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9199,1053,518,2024-11-28,2024-12-08,Database,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9279,1047,514,2025-07-06,2025-07-28,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9047,1007,507,2024-10-11,2024-10-24,Database,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9351,1075,514,2024-01-03,2024-01-28,Database,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9251,1046,507,2024-06-09,,Database,Amir,Fouad,7.0,HELIOPOLIS,Active,2025-12-11,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9242,1047,520,2025-06-01,2025-07-01,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9204,1057,506,2024-02-20,2024-03-15,Database,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9158,1040,513,2025-03-07,2025-03-24,Database,Dina,Adel,9.0,Nasr City,Active,2025-12-26,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9060,1010,527,2024-05-20,2024-05-28,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House
9243,1060,513,2025-09-13,2025-10-09,Database,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9042,1010,509,2024-02-28,,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9150,1024,507,2025-10-14,2025-10-24,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9377,1034,507,2025-03-25,2025-04-06,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9356,1076,501,2025-03-14,2025-04-13,Database,Dina,Wahba,7.0,Shubra,Active,2025-12-13,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9014,1010,519,2024-06-28,2024-07-20,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9346,1076,519,2024-04-27,,Database,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9103,1003,513,2025-09-04,2025-09-25,Database,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9246,1044,529,2025-06-25,2025-07-04,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9308,1072,525,2024-02-17,2024-03-12,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9321,1070,501,2025-12-28,2026-01-09,Database,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9045,1008,520,2024-05-28,,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9219,1047,506,2025-05-13,2025-06-07,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9002,1020,515,2024-12-06,2024-12-11,Database,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers
9185,1026,519,2025-10-22,2025-11-01,Database,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9359,1077,501,2025-01-26,,Database,Lina,Rashad,6.0,Shubra,Active,2023-07-08,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9079,1008,520,2025-12-27,2026-01-05,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9252,1054,513,2024-08-04,2024-08-09,Database,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9282,1057,530,2025-07-22,2025-08-18,Database,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
9293,1071,525,2025-08-05,2025-08-18,Database,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9202,1047,506,2025-06-05,2025-07-03,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9026,1018,506,2025-04-21,2025-05-04,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9050,1003,521,2025-08-21,,Database,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
9122,1034,525,2025-06-04,2025-06-30,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9153,1030,530,2024-10-12,2024-10-26,Database,Reem,Osman,,Nasr City,Active,2025-04-01,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
9145,1034,501,2025-11-10,2025-12-10,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9339,1073,501,2025-02-02,,Database,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9136,1030,532,2024-10-03,2024-10-20,Database,Reem,Osman,,Nasr City,Active,2025-04-01,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9277,1057,519,2025-10-19,2025-10-28,Database,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9284,1062,513,2025-09-27,2025-10-26,Database,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9210,1044,507,2025-09-11,2025-09-29,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9098,1008,525,2024-12-15,2024-12-31,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9106,1034,501,2025-08-20,2025-08-27,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9170,1034,522,2025-10-16,2025-10-28,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9028,1017,507,2025-01-19,2025-01-28,Database,Adam,Badr,9.0,Maadi,Active,2025-07-12,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9081,1017,502,2025-08-25,2025-09-17,Database,Adam,Badr,9.0,Maadi,Active,2025-07-12,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9223,1050,510,2024-04-11,2024-05-04,Database,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9311,1065,507,2025-06-26,2025-07-09,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9085,1018,525,2025-08-19,2025-09-18,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9335,1065,513,2024-12-18,2024-12-30,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9221,1055,520,2025-04-12,2025-04-18,Database,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9016,1016,527,2024-12-03,2024-12-11,Database,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House
9361,1075,524,2024-04-19,,Database,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers
9248,1044,514,2025-07-01,2025-07-18,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers
9315,1068,501,2024-06-11,2024-07-04,Database,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9305,1062,519,2024-01-23,2024-01-31,Database,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9174,1024,528,2025-12-16,2026-01-07,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9048,1003,519,2024-12-03,2025-01-01,Database,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9281,1044,525,2024-06-01,2024-06-12,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9039,1018,513,2024-07-21,2024-08-10,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9083,1011,516,2025-10-02,2025-10-09,Database,Menna,Halim,8.0,Maadi,Active,2024-04-22,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9088,1003,519,2025-09-17,2025-10-03,Database,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9176,1027,501,2024-11-08,2024-11-26,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9054,1013,510,2024-11-21,,Database,Ziad,Fouad,,Maadi,Active,2025-06-27,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9134,1037,516,2025-09-08,2025-09-19,Database,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9164,1034,507,2024-12-02,2024-12-12,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9011,1022,513,2024-03-17,,Database,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9151,1034,528,2025-04-25,2025-05-16,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9018,1003,522,2025-06-12,2025-06-24,Database,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9038,1007,506,2024-07-15,2024-08-12,Database,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9232,1044,513,2025-05-26,2025-06-11,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9084,1008,511,2024-06-27,2024-07-22,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9116,1024,519,2025-01-10,2025-02-09,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9352,1076,501,2025-02-02,,Database,Dina,Wahba,7.0,Shubra,Active,2025-12-13,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
,1026,522,2025-07-11,,Reading Kickoff,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
,1049,520,2025-07-11,,Reading Kickoff,Ahmed,Gamal,6.0,Heliopolis,Active,2023-06-10,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
,1062,525,2025-07-05,,Reading Kickoff,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
,1065,520,2025-07-07,,Reading Kickoff,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
,1009,503,2025-07-09,,Reading Kickoff,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
,1063,522,2025-07-07,,Reading Kickoff,Layla,Fouad,6.0,Zamalek,Active,2024-06-21,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
,1022,511,2025-07-12,,Reading Kickoff,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
,1029,523,2025-07-09,,Reading Kickoff,Rana,Kamel,6.0,Nasr City,Active,2023-04-03,Footsteps in the Dust,Laila Shokry,Historical,276,2018.0,Oasis Books
,1005,513,2025-07-10,,Reading Kickoff,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
,1058,518,2025-07-08,,Reading Kickoff,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
,1002,521,2025-07-08,,Reading Kickoff,Fares,Saleh,9.0,Maadi,Active,,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
,1041,504,2025-07-05,,Reading Kickoff,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,Rooftop Astronomers,Adel Roushdy,Science,319,2009.0,Cairo Young Readers
,1055,526,2025-07-11,,Reading Kickoff,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House
,1061,513,2025-07-06,,Reading Kickoff,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
,1012,509,2025-07-11,,Reading Kickoff,Ali,Hegazy,7.0,Maadi,Active,2025-12-08,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
,1007,510,2025-07-07,,Reading Kickoff,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
,1073,530,2025-07-07,,Reading Kickoff,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books
,1003,501,2025-07-08,,Reading Kickoff,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
,1017,507,2025-07-11,,Reading Kickoff,Adam,Badr,9.0,Maadi,Active,2025-07-12,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
,1061,504,2025-07-06,,Reading Kickoff,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Rooftop Astronomers,Adel Roushdy,Science,319,2009.0,Cairo Young Readers
,1041,512,2025-07-06,,Reading Kickoff,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House
